,date,open,high,low,close,volume
1187,20160303,1213000,1220000,1202000,1220000,218991
1188,20160302,1200000,1207000,1196000,1197000,236372
1189,20160229,1179000,1194000,1176000,1178000,288680
1190,20160226,1180000,1187000,1172000,1172000,177344
1191,20160225,1172000,1187000,1172000,1179000,133635
1192,20160224,1178000,1179000,1161000,1172000,140484
1193,20160223,1179000,1189000,1173000,1181000,147674
1194,20160222,1190000,1192000,1166000,1175000,174899
1195,20160219,1187000,1195000,1174000,1190000,176852
1196,20160218,1203000,1203000,1178000,1187000,222481
1197,20160217,1179000,1201000,1169000,1185000,246062
1198,20160216,1158000,1179000,1157000,1168000,180401
1199,20160215,1154000,1160000,1144000,1154000,183146
1200,20160212,1130000,1151000,1122000,1130000,256232
1201,20160211,1118000,1137000,1118000,1130000,305262
1202,20160205,1156000,1169000,1156000,1164000,188094
1203,20160204,1150000,1161000,1148000,1156000,247959
1204,20160203,1150000,1152000,1137000,1146000,174507
1205,20160202,1161000,1166000,1147000,1156000,166348
1206,20160201,1152000,1163000,1151000,1163000,259979
1207,20160129,1140000,1150000,1116000,1150000,436983
1208,20160128,1164000,1168000,1139000,1145000,315912
1209,20160127,1126000,1175000,1126000,1175000,276237
1210,20160126,1155000,1157000,1136000,1137000,152399
1211,20160125,1172000,1176000,1156000,1162000,159913
1212,20160122,1145000,1168000,1145000,1168000,147528
1213,20160121,1133000,1155000,1125000,1131000,190352
1214,20160120,1160000,1160000,1132000,1138000,167052
1215,20160119,1128000,1171000,1128000,1171000,207242
1216,20160118,1088000,1133000,1088000,1126000,320214
1217,20160115,1140000,1152000,1124000,1132000,209464
1218,20160114,1131000,1142000,1131000,1138000,209022
1219,20160113,1153000,1159000,1148000,1148000,143316
1220,20160112,1148000,1166000,1144000,1146000,206283
1221,20160111,1156000,1166000,1146000,1152000,241277
1222,20160108,1163000,1186000,1163000,1171000,257763
1223,20160107,1166000,1183000,1151000,1163000,282388
1224,20160106,1208000,1208000,1168000,1175000,366752
1225,20160105,1202000,1218000,1186000,1208000,216002
1226,20160104,1260000,1260000,1205000,1205000,306939
1227,20151230,1260000,1272000,1254000,1260000,203958
1228,20151229,1265000,1266000,1241000,1254000,232944
1229,20151228,1285000,1289000,1266000,1266000,227230
1230,20151224,1295000,1300000,1285000,1285000,156151
1231,20151223,1292000,1299000,1282000,1295000,207148
1232,20151222,1280000,1292000,1267000,1292000,206192
1233,20151221,1278000,1285000,1261000,1280000,160466
1234,20151218,1265000,1288000,1264000,1278000,168369
1235,20151217,1301000,1308000,1275000,1290000,174677
1236,20151216,1278000,1310000,1278000,1299000,207962
1237,20151215,1261000,1280000,1260000,1277000,175494
1238,20151214,1273000,1273000,1255000,1261000,222801
1239,20151211,1283000,1295000,1272000,1284000,206729
1240,20151210,1263000,1293000,1263000,1283000,303867
1241,20151209,1262000,1275000,1262000,1263000,181812
1242,20151208,1262000,1272000,1262000,1262000,138322
1243,20151207,1269000,1275000,1262000,1262000,196107
1244,20151204,1275000,1280000,1267000,1269000,192711
1245,20151203,1295000,1297000,1286000,1290000,166695
1246,20151202,1321000,1322000,1294000,1300000,229628
1247,20151201,1294000,1322000,1288000,1321000,252113
1248,20151130,1325000,1325000,1284000,1284000,534006
1249,20151127,1345000,1349000,1327000,1327000,169854
1250,20151126,1299000,1340000,1299000,1335000,185800
1251,20151125,1300000,1310000,1299000,1299000,142627
1252,20151124,1282000,1305000,1282000,1299000,159560
1253,20151123,1285000,1302000,1281000,1282000,198820
1254,20151120,1289000,1296000,1278000,1285000,168720
1255,20151119,1290000,1290000,1271000,1289000,192850
1256,20151118,1272000,1290000,1272000,1281000,167735
1257,20151117,1275000,1290000,1270000,1270000,186184
1258,20151116,1291000,1291000,1263000,1263000,275705
1259,20151113,1317000,1317000,1300000,1300000,177677
1260,20151112,1333000,1334000,1317000,1317000,157417
1261,20151111,1321000,1345000,1321000,1333000,140449
1262,20151110,1336000,1341000,1314000,1321000,197551
1263,20151109,1338000,1344000,1321000,1344000,185661
1264,20151106,1343000,1348000,1330000,1338000,164322
1265,20151105,1330000,1354000,1330000,1342000,173042
1266,20151104,1352000,1361000,1326000,1330000,281070
1267,20151103,1381000,1381000,1350000,1352000,301840
1268,20151102,1385000,1393000,1374000,1383000,386546
1269,20151030,1345000,1390000,1341000,1372000,509385
1270,20151029,1330000,1392000,1324000,1325000,630471
1271,20151028,1294000,1308000,1291000,1308000,271303
1272,20151027,1282000,1299000,1281000,1298000,132241
1273,20151026,1298000,1298000,1272000,1292000,152165
1274,20151023,1300000,1300000,1278000,1289000,263071
1275,20151022,1280000,1295000,1269000,1280000,230673
1276,20151021,1265000,1282000,1259000,1270000,139567
1277,20151020,1260000,1273000,1256000,1266000,150347
1278,20151019,1257000,1265000,1249000,1256000,117070
1279,20151016,1265000,1269000,1259000,1265000,143968
1280,20151015,1244000,1282000,1243000,1269000,248503
1281,20151014,1248000,1260000,1237000,1254000,175051
1282,20151013,1260000,1272000,1248000,1252000,198000
1283,20151012,1260000,1263000,1247000,1260000,378974
1284,20151008,1250000,1279000,1250000,1270000,570677
1285,20151007,1198000,1252000,1186000,1251000,799502
1286,20151006,1130000,1155000,1127000,1151000,382987
1287,20151005,1119000,1131000,1115000,1115000,241935
1288,20151002,1112000,1133000,1112000,1119000,274302
1289,20151001,1140000,1145000,1121000,1134000,241041
1290,20150930,1100000,1134000,1090000,1134000,458936
1291,20150925,1120000,1125000,1109000,1112000,209160
1292,20150924,1126000,1135000,1125000,1126000,132721
1293,20150923,1144000,1144000,1125000,1131000,197649
1294,20150922,1143000,1150000,1130000,1145000,250675
1295,20150921,1163000,1173000,1150000,1150000,205359
1296,20150918,1145000,1192000,1135000,1190000,436270
1297,20150917,1153000,1157000,1144000,1157000,273960
1298,20150916,1121000,1157000,1121000,1152000,343763
1299,20150915,1114000,1128000,1113000,1123000,232956
1300,20150914,1120000,1124000,1110000,1124000,167073
1301,20150911,1126000,1133000,1115000,1115000,204167
1302,20150910,1130000,1139000,1118000,1134000,362568
1303,20150909,1146000,1147000,1136000,1147000,259376
1304,20150908,1113000,1136000,1106000,1131000,182330
1305,20150907,1129000,1129000,1105000,1112000,191805
1306,20150904,1144000,1144000,1118000,1129000,251734
1307,20150903,1102000,1123000,1093000,1122000,305142
1308,20150902,1069000,1095000,1065000,1090000,312683
1309,20150901,1089000,1098000,1081000,1085000,240372
1310,20150831,1071000,1089000,1052000,1089000,408309
1311,20150828,1086000,1086000,1073000,1081000,462223
1312,20150827,1082000,1086000,1063000,1067000,495388
1313,20150826,1068000,1074000,1050000,1067000,558952
1314,20150825,1079000,1107000,1067000,1079000,392519
1315,20150824,1088000,1115000,1033000,1079000,448592
1316,20150821,1099000,1128000,1096000,1101000,408851
1317,20150820,1163000,1171000,1130000,1139000,216119
1318,20150819,1169000,1176000,1141000,1154000,401415
1319,20150818,1118000,1141000,1117000,1131000,231672
1320,20150817,1140000,1141000,1104000,1104000,227217
1321,20150813,1153000,1153000,1138000,1140000,150411
1322,20150812,1150000,1164000,1140000,1154000,223080
1323,20150811,1151000,1179000,1148000,1157000,233286
1324,20150810,1140000,1142000,1130000,1141000,114450
1325,20150807,1120000,1137000,1115000,1136000,275742
1326,20150806,1155000,1156000,1115000,1115000,403981
1327,20150805,1182000,1182000,1158000,1159000,256050
1328,20150804,1175000,1187000,1170000,1182000,256887
1329,20150803,1184000,1184000,1166000,1175000,196891
1330,20150731,1220000,1222000,1175000,1185000,391589
1331,20150730,1258000,1260000,1215000,1215000,308392
1332,20150729,1250000,1275000,1231000,1263000,274689
1333,20150728,1224000,1251000,1219000,1230000,267627
1334,20150727,1229000,1247000,1228000,1230000,243040
1335,20150724,1227000,1238000,1224000,1229000,196584
1336,20150723,1244000,1253000,1234000,1234000,208965
1337,20150722,1244000,1260000,1235000,1253000,268323
1338,20150721,1275000,1277000,1247000,1263000,194055
1339,20150720,1291000,1304000,1273000,1275000,128928
1340,20150717,1300000,1311000,1278000,1305000,297233
1341,20150716,1223000,1287000,1223000,1282000,223469
1342,20150715,1225000,1238000,1224000,1235000,167413
1343,20150714,1265000,1270000,1221000,1225000,399794
1344,20150713,1250000,1272000,1245000,1266000,153441
1345,20150710,1257000,1266000,1248000,1259000,191468
1346,20150709,1230000,1265000,1226000,1265000,280610
1347,20150708,1240000,1251000,1232000,1239000,235619
1348,20150707,1220000,1259000,1220000,1240000,249565
1349,20150706,1253000,1260000,1223000,1230000,201999
1350,20150703,1287000,1294000,1267000,1268000,142604
1351,20150702,1286000,1304000,1285000,1299000,164460
1352,20150701,1268000,1302000,1259000,1295000,166498
1353,20150630,1276000,1285000,1266000,1268000,197407
1354,20150629,1269000,1285000,1256000,1281000,230399
1355,20150626,1252000,1290000,1252000,1278000,206950
1356,20150625,1290000,1303000,1269000,1269000,213916
1357,20150624,1300000,1311000,1291000,1302000,203960
1358,20150623,1309000,1328000,1291000,1321000,203180
1359,20150622,1291000,1296000,1276000,1281000,127418
1360,20150619,1266000,1278000,1260000,1266000,141895
1361,20150618,1259000,1279000,1251000,1265000,164952
1362,20150617,1250000,1266000,1240000,1254000,189046
1363,20150616,1270000,1274000,1245000,1255000,255352
1364,20150615,1255000,1274000,1255000,1270000,161356
1365,20150612,1278000,1287000,1264000,1277000,234830
1366,20150611,1263000,1274000,1253000,1257000,306281
1367,20150610,1282000,1294000,1262000,1262000,250034
1368,20150609,1300000,1310000,1268000,1282000,274705
1369,20150608,1345000,1347000,1313000,1314000,202379
1370,20150605,1325000,1355000,1320000,1341000,196563
1371,20150604,1315000,1341000,1305000,1337000,388239
1372,20150603,1303000,1316000,1265000,1273000,235388
1373,20150602,1300000,1303000,1288000,1303000,175151
1374,20150601,1300000,1301000,1288000,1291000,218439
1375,20150529,1320000,1321000,1297000,1307000,347615
1376,20150528,1317000,1321000,1301000,1309000,300963
1377,20150527,1360000,1366000,1313000,1314000,345309
1378,20150526,1366000,1369000,1336000,1362000,200683
1379,20150522,1353000,1353000,1335000,1350000,163916
1380,20150521,1371000,1372000,1344000,1352000,144212
1381,20150520,1349000,1370000,1341000,1366000,205829
1382,20150519,1321000,1355000,1307000,1338000,173618
1383,20150518,1335000,1335000,1309000,1320000,192537
1384,20150515,1355000,1356000,1321000,1326000,178447
1385,20150514,1341000,1343000,1328000,1340000,169770
1386,20150513,1349000,1349000,1326000,1333000,197545
1387,20150512,1345000,1353000,1324000,1331000,212664
1388,20150511,1360000,1360000,1336000,1336000,192809
1389,20150508,1366000,1370000,1338000,1338000,189762
1390,20150507,1362000,1375000,1354000,1370000,205148
1391,20150506,1390000,1391000,1356000,1362000,265410
1392,20150504,1407000,1423000,1397000,1400000,165674
1393,20150430,1385000,1418000,1379000,1410000,367057
1394,20150429,1367000,1394000,1364000,1385000,217913
1395,20150428,1390000,1400000,1359000,1366000,313946
1396,20150427,1410000,1411000,1375000,1395000,330343
1397,20150424,1449000,1455000,1400000,1410000,381798
1398,20150423,1470000,1470000,1440000,1451000,184903
1399,20150422,1444000,1473000,1436000,1461000,253111
1400,20150421,1421000,1445000,1420000,1444000,237053
1401,20150420,1446000,1448000,1423000,1430000,247898
1402,20150417,1477000,1478000,1447000,1450000,203446
1403,20150416,1462000,1477000,1447000,1477000,215247
1404,20150415,1460000,1470000,1427000,1446000,271021
1405,20150414,1485000,1485000,1465000,1474000,188595
1406,20150413,1479000,1491000,1468000,1479000,205866
1407,20150410,1480000,1494000,1478000,1490000,199202
1408,20150409,1470000,1489000,1470000,1483000,182151
1409,20150408,1470000,1485000,1460000,1479000,155468
1410,20150407,1478000,1485000,1462000,1462000,190521
1411,20150406,1443000,1490000,1435000,1470000,211652
1412,20150403,1434000,1440000,1420000,1434000,125403
1413,20150402,1434000,1440000,1423000,1434000,138068
1414,20150401,1437000,1437000,1420000,1423000,145321
1415,20150331,1449000,1452000,1430000,1441000,196853
1416,20150330,1425000,1434000,1412000,1428000,179110
1417,20150327,1415000,1448000,1415000,1421000,321316
1418,20150326,1450000,1456000,1421000,1421000,420119
1419,20150325,1487000,1488000,1472000,1485000,187381
1420,20150324,1455000,1478000,1455000,1476000,182263
1421,20150323,1462000,1474000,1458000,1467000,162458
1422,20150320,1475000,1480000,1460000,1464000,254099
1423,20150319,1510000,1510000,1470000,1470000,264516
1424,20150318,1496000,1506000,1486000,1503000,249287
1425,20150317,1470000,1500000,1460000,1497000,273223
1426,20150316,1458000,1487000,1455000,1470000,179491
1427,20150313,1461000,1479000,1455000,1457000,188262
1428,20150312,1460000,1473000,1447000,1447000,383064
1429,20150311,1419000,1479000,1418000,1474000,422173
1430,20150310,1434000,1443000,1420000,1421000,208397
1431,20150309,1440000,1440000,1420000,1420000,156292
1432,20150306,1414000,1449000,1406000,1442000,234670
1433,20150305,1439000,1443000,1417000,1422000,192312
1434,20150304,1411000,1440000,1410000,1437000,232062
1435,20150303,1435000,1437000,1406000,1418000,274976
1436,20150302,1375000,1423000,1367000,1423000,436112
1437,20150227,1375000,1376000,1357000,1357000,260188
1438,20150226,1379000,1380000,1368000,1375000,163583
1439,20150225,1380000,1385000,1373000,1379000,167485
1440,20150224,1385000,1389000,1364000,1367000,217265
1441,20150223,1378000,1390000,1366000,1367000,306036
1442,20150217,1374000,1377000,1364000,1377000,114900
1443,20150216,1368000,1374000,1361000,1374000,124530
1444,20150213,1360000,1361000,1345000,1361000,130458
1445,20150212,1340000,1358000,1331000,1344000,214964
1446,20150211,1374000,1374000,1354000,1355000,199476
1447,20150210,1400000,1400000,1377000,1378000,130387
1448,20150209,1360000,1399000,1357000,1395000,173870
1449,20150206,1346000,1374000,1336000,1372000,160101
1450,20150205,1359000,1369000,1346000,1358000,135408
1451,20150204,1375000,1381000,1359000,1359000,186578
1452,20150203,1380000,1380000,1359000,1366000,113088
1453,20150202,1365000,1377000,1356000,1368000,210420
1454,20150130,1360000,1377000,1360000,1365000,322200
1455,20150129,1368000,1395000,1357000,1360000,274045
1456,20150128,1386000,1390000,1374000,1378000,216630
1457,20150127,1375000,1400000,1374000,1400000,199144
1458,20150126,1375000,1395000,1364000,1389000,203070
1459,20150123,1400000,1400000,1377000,1386000,257175
1460,20150122,1398000,1399000,1378000,1378000,359154
1461,20150121,1367000,1395000,1360000,1395000,332253
1462,20150120,1350000,1372000,1345000,1372000,265561
1463,20150119,1329000,1349000,1320000,1343000,133459
1464,20150116,1334000,1334000,1313000,1316000,271370
1465,20150115,1345000,1349000,1329000,1334000,282078
1466,20150114,1339000,1355000,1335000,1345000,286645
1467,20150113,1314000,1340000,1300000,1339000,245868
1468,20150112,1313000,1319000,1301000,1316000,166508
1469,20150109,1314000,1322000,1314000,1314000,186248
1470,20150108,1339000,1339000,1310000,1314000,289552
1471,20150107,1294000,1311000,1282000,1307000,286455
1472,20150106,1315000,1317000,1288000,1295000,304710
1473,20150105,1336000,1336000,1313000,1333000,202790
1474,20150102,1340000,1340000,1327000,1330000,175499
