,date,time,open,high,low,close,volume
606,20150713,0,612000,621000,609000,614000,40453
607,20150710,0,618000,618000,603000,612000,56521
608,20150709,0,612000,615000,594000,610000,94778
609,20150708,0,615000,638000,609000,619000,135080
610,20150707,0,627000,627000,610000,613000,81664
611,20150706,0,605000,621000,605000,616000,72393
612,20150703,0,621000,624000,608000,613000,83435
613,20150702,0,629000,629000,613000,615000,136739
614,20150701,0,628000,631000,603000,628000,231947
615,20150630,0,644000,649000,627000,634000,117991
616,20150629,0,650000,656000,641000,651000,66527
617,20150626,0,656000,671000,650000,658000,134720
618,20150625,0,652000,656000,641000,653000,101920
619,20150624,0,657000,658000,644000,649000,94340
620,20150623,0,635000,640000,629000,640000,46207
621,20150622,0,638000,642000,625000,631000,42431
622,20150619,0,625000,635000,615000,634000,69782
623,20150618,0,638000,639000,622000,624000,73362
624,20150617,0,621000,637000,620000,630000,111569
625,20150616,0,628000,634000,616000,627000,157110
626,20150615,0,607000,628000,607000,627000,330737
627,20150612,0,574000,603000,573000,601000,247231
628,20150611,0,575000,589000,566000,566000,230670
629,20150610,0,599000,599000,568000,568000,89547
630,20150609,0,590000,595000,577000,590000,126185
631,20150608,0,571000,594000,568000,587000,116540
632,20150605,0,569000,583000,565000,565000,168778
633,20150604,0,602000,605000,580000,580000,175738
634,20150603,0,620000,620000,601000,601000,65980
635,20150602,0,622000,623000,608000,611000,71107
636,20150601,0,611000,621000,609000,617000,80518
637,20150529,0,604000,629000,604000,609000,156606
638,20150528,0,613000,617000,605000,605000,75639
639,20150527,0,618000,618000,601000,608000,119610
640,20150526,0,635000,636000,617000,621000,72668
641,20150522,0,607000,627000,607000,627000,80822
642,20150521,0,608000,615000,595000,607000,161664
643,20150520,0,634000,634000,615000,616000,67023
644,20150519,0,623000,628000,617000,626000,103452
645,20150518,0,614000,621000,612000,618000,103829
646,20150515,0,610000,612000,606000,610000,62315
647,20150514,0,601000,610000,601000,607000,61571
648,20150513,0,604000,606000,600000,604000,80931
649,20150512,0,600000,611000,598000,605000,89531
650,20150511,0,610000,614000,603000,606000,84927
651,20150508,0,608000,620000,608000,609000,88637
652,20150507,0,613000,617000,604000,611000,137775
653,20150506,0,601000,616000,596000,613000,296941
654,20150504,0,643000,649000,603000,603000,391501
655,20150430,0,670000,682000,647000,650000,319618
656,20150429,0,683000,689000,674000,679000,163567
657,20150428,0,690000,690000,682000,686000,133770
658,20150427,0,673000,688000,667000,684000,204139
659,20150424,0,678000,685000,659000,667000,109127
660,20150423,0,680000,685000,667000,682000,126074
661,20150422,0,679000,679000,669000,674000,142551
662,20150421,0,669000,670000,653000,669000,118397
663,20150420,0,661000,672000,661000,666000,87557
664,20150417,0,675000,677000,667000,669000,100653
665,20150416,0,674000,675000,662000,673000,96797
666,20150415,0,669000,672000,665000,671000,85277
667,20150414,0,652000,668000,651000,667000,126276
668,20150413,0,646000,655000,643000,652000,94748
669,20150410,0,655000,662000,647000,650000,119993
670,20150409,0,645000,669000,643000,653000,176334
671,20150408,0,643000,647000,640000,645000,121290
672,20150407,0,641000,645000,637000,639000,68519
673,20150406,0,648000,653000,634000,635000,91250
674,20150403,0,638000,649000,632000,647000,138584
675,20150402,0,664000,669000,624000,642000,481098
676,20150401,0,672000,675000,661000,667000,75195
677,20150331,0,690000,691000,669000,671000,90718
678,20150330,0,685000,692000,673000,681000,88928
679,20150327,0,671000,673000,662000,672000,101438
680,20150326,0,670000,675000,660000,661000,95061
681,20150325,0,684000,685000,669000,670000,74720
682,20150324,0,685000,685000,667000,675000,88051
683,20150323,0,660000,681000,657000,680000,166177
684,20150320,0,643000,654000,643000,654000,90524
685,20150319,0,661000,662000,641000,641000,120392
686,20150318,0,658000,666000,650000,654000,110917
687,20150317,0,649000,663000,644000,660000,121724
688,20150316,0,653000,653000,637000,643000,125723
689,20150313,0,645000,653000,640000,650000,157276
690,20150312,0,633000,645000,627000,627000,184540
691,20150311,0,639000,646000,629000,629000,174115
692,20150310,0,652000,659000,641000,641000,111598
693,20150309,0,669000,674000,652000,653000,128196
694,20150306,0,692000,694000,672000,680000,92392
695,20150305,0,679000,701000,675000,689000,168193
696,20150304,0,649000,682000,639000,680000,268490
697,20150303,0,653000,659000,646000,650000,104024
698,20150302,0,662000,667000,641000,646000,150448
699,20150227,0,623000,668000,623000,661000,266350
700,20150226,0,636000,641000,626000,626000,174743
701,20150225,0,639000,644000,633000,641000,146624
702,20150224,0,637000,647000,635000,637000,142951
703,20150223,0,668000,672000,632000,639000,291781
704,20150217,0,666000,675000,666000,671000,35224
705,20150216,0,666000,676000,665000,669000,55533
706,20150213,0,675000,692000,666000,668000,99818
707,20150212,0,680000,680000,656000,680000,114927
708,20150211,0,660000,677000,653000,673000,192828
709,20150210,0,670000,678000,639000,648000,370269
710,20150209,0,715000,715000,680000,681000,214231
711,20150206,0,711000,721000,708000,715000,76000
712,20150205,0,722000,725000,710000,712000,77889
713,20150204,0,716000,727000,715000,725000,131353
714,20150203,0,711000,717000,705000,712000,121641
715,20150202,0,716000,723000,707000,711000,112994
716,20150130,0,725000,730000,711000,716000,300061
717,20150129,0,760000,762000,731000,736000,278475
718,20150128,0,760000,780000,760000,777000,123220
719,20150127,0,774000,775000,761000,764000,84489
720,20150126,0,775000,779000,768000,771000,69003
721,20150123,0,775000,780000,760000,780000,99297
722,20150122,0,783000,789000,762000,765000,83439
723,20150121,0,782000,789000,768000,780000,71564
724,20150120,0,780000,797000,780000,790000,101343
725,20150119,0,780000,784000,773000,776000,91305
726,20150116,0,779000,780000,757000,777000,116659
727,20150115,0,748000,778000,741000,777000,187236
728,20150114,0,735000,745000,732000,739000,63850
729,20150113,0,752000,755000,738000,740000,48928
730,20150112,0,746000,760000,746000,750000,36733
731,20150109,0,759000,759000,742000,752000,73987
732,20150108,0,729000,745000,729000,744000,56392
733,20150107,0,749000,749000,730000,732000,51987
734,20150106,0,741000,754000,735000,743000,92315
735,20150105,0,726000,750000,721000,749000,112572
736,20150102,0,713000,733000,712000,731000,64225
